"source_serial","registration_number","brand_name","generic_name","strength","dosage_form","pack_size","shelf_life","manufacturer","manufacturer_country","marketing_authorization_holder","local_technical_representative","registration_date","expiry_date","regulatory_status","source_name","source_url"
"842","Rwanda FDA-HMP-MA-1567","OXYTOCIN 10 I.U","Oxytocin","10 IU/ 1ml","Solution for injection","10 ampoules of 1 ml solution","36 Months","EVER PHARMA GMBH JENA","GERMANY","SANDOZ GMBH KUNDL","SURGIPHARM RWANDA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"843","Rwanda FDA-HMP-MA-1558","OXYTOCIN INJECTION","Oxytocin injection BP","10IU/ml","Solution for injection","10 Ampoules for 1ml","24 Months","CIRON DRUGS &PHARMACEUTICALS PVT LTD","INDIA","CIRON DRUGS &PHARMACEUTICALS PVT LTD","RENE PHARMACEUTICALS LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"844","Rwanda FDA-HMP-MA-1827","PACLITERO 100.","Paclitaxel USP","100 mg/16.7 ml","Injection","20 ml Vial","36 Months","HETERO LABS LIMITED","INDIA","HETERO DRUGS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"845","Rwanda FDA-HMP-MA-1828","PACLITERO 30","Paclitaxel","30 mg/5 ml.","Injection","5ml Vial","36 Months","HETERO LABS LIMITED","INDIA","HETERO DRUGS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"846","Rwanda FDA-HMP-MA-1833","PALOX","Palonosetron Hydrochloride","0.25mg/5mL.","Injection","5ml Vial","36 Months","ASPIRO PHARMA LIMITED","INDIA","HETERO LABS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"847","Rwanda FDA-HMP-MA-1586","PANADOL ADVANCE TABLET","Paracetamol","500 mg","Tablets","10's, 20's and 100's Tablets","36 Months","GLAXOSMITHKLINE DINGARVAN LIMITED","IRELAND","GLAXOSMITHKLINE CONSUMER HEALTHCARE (IRELAND) LIMITED","SURGIPHARM RWANDA LIMITED","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"848","Rwanda FDA-HMP-MA-1944","PANADOL EXTRA WITH OPTIZORB","PARACETAMOL+CAFFEINE","500MG/65MG","TABLETS","20 Tablets","24 Months","Glaxo Smith Kline Dungarvan Limited","Ireland","GLAXOSMITHKLINE LIMITED","SURGIPHARM (RWANDA) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"849","Rwanda FDA-HMP-MA-1577","PANFOR PR-500","Metformin Hydrochloride Prolonged Release Tablets","500 mg","Tablets","10 Tablets","24 Months","INVENTIA HEALTH LIMITED","INDIA","MEGA LIFESCIENCE PUBLIC COMPANY LIMITED","ABACUS PHARMA (A) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"850","Rwanda FDA-HMP-MA-1751","PANSIPTIN 100","Sitagliptin Hydrochloride Monohydrate","100 mg","Film Coated Tablets","14 Tablets","36 Months","SAG MANUFACTURING, S.L.U.","SPAIN","MEGA LIFESCIENCES PUBLIC COMPANY LIMITED","ABACUS PHARMA (A) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"851","Rwanda FDA-HMP-MA-1753","PANSIPTIN 50","Sitagliptin Hydrochloride Monohydrate","50 mg","Film Coated Tablets","","36 Months","SAG MANUFACTURING, S.L.U.","SPAIN","MEGA LIFESCIENCES PUBLIC COMPANY LIMITED","ABACUS PHARMA (A) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"852","Rwanda FDA-HMP-MA-1675","PANTAKIND-40","PANTOPRAZOLE SODIUM","40MG","DELAYED RELEASE TABLETS","6x10 tablets","24 Months","Mankind Pharma Ltd","India","Mankind Pharma Limited","WESSEX PHARMACEUTICALS (RWANDA) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"853","Rwanda FDA-HMP-MA-1762","PANTIN 40","Pantoprazole Sodium","40 mg/vial","Injection","1 x 1 Vial","24 Months","ASPIRO PHARMA LIMITED","INDIA","HETERO LABS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"854","Rwanda FDA-HMP-MA-1781","PARACETAMOL 500","Paracetamol BP","500mg","Tablets","10 Tablets","36 Months","AURA LIFECARE PVT. LTD.","INDIA","AURA LIFECARE PVT. LTD","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"855","Rwanda FDA-HMP-MA-1898","PARACETAMOL INFUSION 10MG/ML","PARACETAMOL","10MG/ML","Intravenous infusion","1x100 ml","36 months","Aculife Healthcare Private Limited","INDIA","ACULIFE HEALTHCARE PRIVATE LIMITED COMMERCE HOUSE-V , Besides Vodafone House, Prahladgnar Corporate Road, Ahmedabad-380051, Gujarat, India, Email: sumittripathi@aculife.co.in","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"856","Rwanda FDA-HMP-MA-1960","PED ZINC","ZINC SULPHATE MONOHYDRATE","20MG","TABLET","10x10 Tablets","36 Months","SHELYS PHARMACEUTICALS LIMITED & BETA HEALTHCARE INTERNATIONAL LTD","Tanzania & Kenya","Shelys Pharmaceuticals Limited","SURGIPHARM (RWANDA) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"857","Rwanda FDA-HBP-MA-0138","PENTA LIQUID VACCINE","Diphtheria Toxoid, Tetanus Toxoid, B. Pertussis, HBsAg (rDNA) and Purified capsular Hib Polysaccharide (PRP) conjugated to Tetanus Toxoid (carrier protein)","? 25 Lf (? 30 IU), ? 2.5 Lf (? 40 IU), ? 16 OU (? 4 IU), ? 10 mcg, 10 mcg, ? 1.25 mg, 0.005 %","Suspension for injection","2 ml clear and 5","30 Months","SERUM INSTITUTE OF INDIA Pvt.Ltd","INDIA","SERUM INSTITUTE OF INDIA Pvt.Ltd","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"858","Rwanda FDA-HMP-MA-1882","PHARMADOL - 10","PARACETAMOL CAPLETS 500MG","500MG","TABLETS","","36 months","M/S SKYBIOTECH LIFESCIENCES PVT. LTD","India","Star Biotech LimitedAddress: 1st floor, Prestige House, Rwandex, Kigali-Rwanda","STAR BIOTECH RWANDA","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"859","Rwanda FDA-HMP-MA-1844","PHENERGAN 2%","Promethazine","2%","Cream","30g tube","36 Months","LABORATORIOS VICTORIA SA","PORTUGAL","FRILAB SA","UBIPHARM RWANDA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"860","Rwanda FDA-HMP-MA-1721","PHENYTOIN 100MG TABLETS","Phenytoin sodium","100mg","Tablets","10x10 Tablets, 100 x10 Tablets and in 1000 Tablets","36 Months","LABORATORY & ALLIED LTD","KENYA","LABORATORY & ALLIED LTD","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"861","Rwanda FDA-HMP-MA-1838","PHYSIODOSE","Sodium Chloride","0.90%","Solution","5 ml Bottle","36 Months","LABORATOIRES GILBERT","FRANCE","LABORATOIRES GILBERT","GOMHS Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"862","Rwanda FDA-HMP-MA-1902","PILORECT","Haemorrhoidal Suppositories BP","0.25%w/w ,3.00%w/w ,5.00%w/w .0.50%w/w","Suppositories","2 blisters x 5 suppositories","36 months","Meridian Enterprises Pvt. Ltd.","INDIA","Meridian Enterprises Pvt. Ltd.","ABACUS PHARMA (A) LTD.","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"863","Rwanda FDA-HMP-MA-1928","PIRICAM 20","PIROXICAM USP","20MG","Capsules","10x10 Capsules","24 Months","MMC HEALTHCARE LTD","INDIA","CADILA HEALTHCARE LIMITED","ABACUS PHARMA (A) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"864","Rwanda FDA-HMP-MA-1635","PIRICAM-20","PIROXICAM USP","20MG","Capsules","10x10 Capsules","24 Months","MMC Healthcare Ltd","India","SCOTT-EDIL PHARMACIA LIMITED","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"865","Rwanda FDA-HMP-MA-1987","POSITON OINTMENT","TRIAMCINOLONE 1MG/G,NEOMYCINE 2.5MG/G,NYSTATIN 100000 I.U/G","1MG/G,2.5MG/G,100000IU","OINTMENT","30g","48 month","LABORATORIOS VICTORIA, S.A","PORTUGAL","","GOMHS Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"866","Rwanda FDA-HMP-MA-1796","PREGA 150","Pregabalin","150 mg","Capsules","10 Capsules","24 Months","HETERO LABS LIMITED UNIT-III","INDA","HETERO LABS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"867","Rwanda FDA-HMP-MA-1740","PREGA 75","Pregabalin","75 mg","Capsules","10x10 Capsules","36 Months","HETERO LABS LIMITED (Unit-III)","INDIA","HETERO LABS LIMITED","BION-PHARMA GROUP Limited","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"868","Rwanda FDA-HMP-MA-1835","PROMETIN-25","Promethazine Hydrochloride","25mg","Film Coated Tablets","10x10 Tablets & 1000 Tablets","36 Months","LABORATORY AND ALLIED LIMITED","KENYA","LABORATORY AND ALLIED LIMITED","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"869","Rwanda FDA-HMP-MA-1592","PROXYREN CAPSULES","Piroxicam USP","20 mg","Capsules","10x10 Capsules","24 Months","RENE INDUSTRIES LTD","Uganda","Rene Industries Ltd","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"870","Rwanda FDA-HMP-MA-0182","PYRAMAX GRANULE FOR ORAL SUSPENSION","PYRONARIDINE TETRAPHOSPHATE/ ARTESUNATE","60MG/20MG","ORAL SUSPENSION","90 SACHETS","24 Months","SHIN POONG PHARM. CO., LTD","REPUBLIC OF KOREA","SHIN POONG PHARM.CO.,LTD","QUALMED LIMITED","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"871","Rwanda FDA-HMP-MA-0183","PYRAMAX TABLETS","PYRONARIDINE TETRAPHOSPHATE/ ARTESUNATE","180/60MG","TABLETS","90 Tablets","24 Months","SHIN POONG PHARM. CO., LTD","REPUBLIC OF KOREA","SHIN POONG PHARM.CO.,LTD","QUALMED LIMITED","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"872","Rwanda FDA-HMP-MA-1956","PZ-1","PIMOZIDE BP","1MG","TABLET","30 Tablets","36 Months","AGOG PHARMA LTD","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"873","Rwanda FDA-HMP-MA-1955","PZ-4","PIMOZIDE BP","4MG","TABLETS","240 Tablets","36 Months","AGOG PHARMA LTD","India","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"874","Rwanda FDA-HMP-MA-1802","RAMIPRIL IMPACT 2.5 MG TABLET","Ramipril","2.5 mg","Film Coated Tablets","28 Tablets","36 Months","SANOFI WINTHROP INDUSTRIE-TOUS","FRANCE","SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD","KIPHARMA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"875","Rwanda FDA-HMP-MA-1637","RECIM-200 TABLETS","Cimetidine","200 mg","Tablets","10x10 Tablets","24 Months","RENE INDUSTRIES LTD","Uganda","RENE INDUSTRIES LTD, UGANDA","RENE PHARMACY (R) LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"876","Rwanda FDA-HMP-MA-1642","RECODIN","Chlorpheniramine Maleate BP and Codeine phosphate","4mg/10mg","SYRUP","100ml Bottle","24 Months","RENE INDUSTRIES LTD","Uganda","RENE INDUSTRIES LTD, UGANDA","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"877","Rwanda FDA-HMP-MA-1704","RENECHLOR 250MG CAPS","Chloramphenicol BP 250 mg","250mg","Capsules","10 capsules","36 month","Rene Industries Ltd","Uganda","Rene Industries Ltd","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"878","Rwanda FDA-HMP-MA-1599","RENEDOL TABLETS","Paracetamol BP","500 mg","Tablets","10x10 or 1000 tablets","24 Months","Rene Industries Ltd","Uganda","Rene Industries Ltd","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"879","Rwanda FDA-HMP-MA-1907","RENEGEL SUSPENSION","ALUMINIUM HYDROXIDE120 MG +MAGNESIUM TRISILICATE 250MG","120mg/250 mg","Suspension","1x100 ml","24 months","RENE INDUSTRIES LTD","UGANDA","Rene Industries Ltd","Rene Pharmacy (R) Ltd.","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"880","RwandaFDA-HMP-MA-1861","RENESTEN -V","CLOTRIMAZOLE","100MG","PESSARIES","6*1 BLISTER","36 Months","RENE INDUSTRIES LTD","UGANDA","RENE INDUSTRIES LTDManufacturers of pharmaceuticalsPlot No 680, PO Box 6034Kampala, UgandaTelephone: +2566 414236595,E-mail: info@rene.co.ug","RENE PHARMACY LTD RWANDA","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"881","Rwanda FDA-HMP-MA-1602","RENETRIM TABLETS","Sulfamethoxazole and Trimethoprim","400 mg/80 mg","Tablets","10x10 or 1000 Tablets","36 Months","Rene Industries Ltd","Uganda","Rene Industries Ltd","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"882","Rwanda FDA-HMP-MA-1837","REVOKE -72","Levonorgestrel","750mcg","Tablets","1x 2Tablets","36 Months","MYLAN LABORATORIES LIMITED","INDIA","MYLAN LABORATORIES LIMITED","PYRAMID PHARMA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"883","Rwanda FDA-HMP-MA-1593","REZEPINE TABLETS","Carbamazepine BP","200 mg","Tablets","","36 Months","RENE INDUSTRIES LTD","Uganda","Rene Industries Ltd","Rene Pharmacy (R) Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"884","Rwanda FDA-HMP-MA-1579","REZN 20 TABLETS","Zinc sulfate monohydrate BP equivalent to elemental Zinc","20 mg","Tablets","10 Tablets","24 Months","RENE INDUSTRIES LTD","UGANDA","RENE INDUSTRIES LTD","RENE PHARMACY","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"885","Rwanda FDA-HMP-MA-1707","RIFAMPIN AND ISONIAZID DISPERSIBLE TABLETS 75/50MG (10X10 TAB, 2BOXES AND 18X5 2 BOXES)","RIFAMPIN AND ISONIAZID DISPERSIBLE TABLETS 75/50MG","75/50MG","TABLETS","1. 1 x 5 T, 2. 1 x 10 T, 3. 3 x 28 T, 4. 14 x 6 T","24 month","Lupin Ltd","India","LUPIN Ltd3rd floor, Kalpataru InspireOff Western Express Highway, Santacruz (East)Mumbai-400 055, India.Telephone:91-22-66402323www.lupinworld.com","AIVEEN RWANDA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"886","Rwanda FDA-HMP-MA-1922","RINOGRIP","Paracetamol BP, Pheniramine Maleate BP and Ascorbic Acid","0.025g, 0.500g, 0.200g","GRANULES","10 Sachets","24 Months","Bliss GVS Pharma Limited","India","IMEX PHARMA, Maurice","Mediasol Pharmaceutical Depot Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"887","Rwanda FDA-HMP-MA-1939","RIPAXIL 750","Cefuroxime for Injection USP","750MG","Powder for Injection","10ml Vial","24 Months","Inject Care Parenterals Pvt.Ltd.","INDIA","IMEX PHARMA","Mediasol Pharmaceutical Depot Ltd","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"888","Rwanda FDA-HMP-MA-1682","ROCMALINE, oral solution, ampoule","L (+) arginine anhydrous basis and DL malic acid","413 mg of L (+) arginine anhydrous basis and 1500 mg of DL malic acid","Oral solution","1x 20 ampoules","36 months","Biocodex Maroc","MAROC","","UBIPHARMA RWANDA LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"889","Rwanda FDA-HMP-MA-2020","ROLINOZ ORAL DROPS","CETIRIZINE","10MG/ML","ORAL DROPS","20ml","36 Months","","Turkey","","Goodman International LTD (R)","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"890","Rwanda FDA-HMP-MA-1849","SABULIN SYRUP","Salbutamol (as sulphate)","2mg/5ml","Syrup","60ml and 100ml Bottles","36 Months","DAWA LIMITED","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"891","Rwanda FDA-HMP-MA-1817","SACUVAN 24/26","Sacubitril Valsartan Sodium on Colloidal Silicon, Dioxide","24 mg/ 26 mg","Tablets","3x10 Tablets","24 Months","HETERO LABS LIMITED","INDIA","HETERO LABS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"892","Rwanda FDA-HMP-MA-1816","SACUVAN 49/51","Sacubitril and Valsartan","49 mg/ 51 mg","Tablets","3x10 Tablets","24 Months","HETERO LABS LIMITED","INDIA","HETERO LABS LIMITED","BION PHARMA GROUP LTD","2024-08-17","2029-08-16","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
